baseline,test_accuracy,test_macro_auc,rounds,convergence_auc
B2_FedAvg,0.6582781456953642,0.8786511454790364,20,"[0.8015533566395836, 0.8310479403149957, 0.8778305492457651, 0.8786511454790364]"
